,Sexo,Edad,Casado,Numero Dependientes,Recomendaciones realizadas,Meses como Cliente,Plan,Cargo Mensual LLamadas,Multiples lineas,Servicio Internet,GB mensuales consumidos,Servicio Adicional Antivirus,Servicio Respaldo en la Nube,Seguro Proteccion Equipo,Servicio Soporte Premium,Usa Streaming TV,Usa Streaming Peliculas,Usa Streaming Musica,Plan Ilimitado Datos,Tipo Contrato,Cobro Mensual,Historico de Devoluciones ,Historico Cargos extra datos,Historico Cargos Llamadas,Historico Cobro Acumulado   ,Fugado,Causa Fuga
1505,Hombre,62,No,0,0,56,Plan B,5714.8,Si,Si,42,No,Si,No,No,Si,Si,Si,Si,Mensual,51272,0,0,320028.8,3222174.8,No,
1507,Mujer,36,Si,2,1,68,Ninguno,13083.2,Si,Si,39,No,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,44356,0,0,889657.6,3780857.6,No,
1508,Hombre,25,Si,0,3,27,Ninguno,,,Si,40.5,No,Si,Si,No,No,Si,Si,No,Anual,23842,0,15600,0,663728,No,
1509,Hombre,35,No,0,0,9,Plan E,5980,Si,Si,21,No,No,No,No,Si,No,No,Si,Mensual,44460,0,0,53820,465504,No,
1510,Hombre,59,No,0,0,8,Ninguno,18475.6,No,Si,7.5,No,No,No,No,No,No,No,Si,Mensual,23478,0,0,147804.8,375772.8,Si,Otra
1512,Hombre,41,Si,1,5,71,Plan A,13717.6,Si,Si,27,Si,Si,Si,Si,Si,Si,Si,No,Otro mas largo,60346,22136.4,57200,973949.6,5323713.2,No,
1513,Mujer,47,No,0,0,15,Plan D,17232.8,No,No,,,,,,,,,,Mensual,10088,0,0,258492,408928,Si,Por Precio
1514,Mujer,38,Si,0,1,70,Plan A,2849.6,Si,Si,21,Si,Si,Si,Si,No,No,No,Si,Otro mas largo,48828,0,0,199472,3620578,Si,Por Precio
1515,Mujer,39,Si,0,9,72,Ninguno,5652.4,Si,Si,36,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,44668,0,0,406972.8,3584562.8,No,
1516,Mujer,22,No,0,0,21,Plan D,3182.4,No,Si,76.5,No,Si,No,Si,Si,Si,Si,Si,Mensual,51558,0,0,66830.4,1084158.4,No,
1517,Mujer,45,No,0,0,54,Plan B,13650,No,No,,,,,,,,,,Otro mas largo,10452,0,0,737100,1298414,No,
1518,Mujer,19,Si,2,10,8,Ninguno,6869.2,No,No,,,,,,,,,,Otro mas largo,10140,0,0,54953.6,139271.6,No,
1519,Mujer,34,No,0,0,24,Ninguno,2506.4,No,Si,24,No,No,Si,No,No,No,No,Si,Mensual,25636,0,0,60153.6,701443.6,No,
1520,Mujer,20,Si,2,3,48,Plan B,6895.2,No,No,,,,,,,,,,Otro mas largo,10166,0,0,330969.6,790311.6,No,
1521,Mujer,22,Si,0,0,1,Ninguno,18512,No,Si,87,No,No,No,No,Si,No,Si,Si,Mensual,28704,0,0,18512,47216,Si,Disconforme
1522,Mujer,41,Si,3,6,5,Ninguno,3484,Si,No,,,,,,,,,,Mensual,12636,0,0,17420,86190,No,
1523,Hombre,20,Si,2,1,17,Ninguno,,,Si,78,Si,No,Si,No,Si,No,No,Si,Anual,23114,0,0,0,411918,No,
1524,Hombre,48,Si,0,2,72,Ninguno,15496,No,Si,21,Si,Si,No,Si,Si,Si,Si,No,Otro mas largo,41262,0,20800,1115712,4128202,No,
1525,Mujer,30,Si,2,4,72,Ninguno,15423.2,Si,Si,88.5,No,Si,Si,No,Si,Si,Si,Si,Anual,53664,23597.6,0,1110470.4,4915580.8,No,
1526,Mujer,75,No,0,0,6,Ninguno,,,Si,36,No,No,No,No,Si,Si,Si,Si,Mensual,23088,0,0,0,136786,No,
1527,Mujer,21,Si,0,9,72,Plan A,11653.2,Si,Si,88.5,Si,Si,Si,Si,Si,No,No,No,Otro mas largo,-2080,0,10400,839030.4,3658418.4,No,
1528,Mujer,36,Si,1,1,4,Ninguno,6697.6,Si,Si,33,No,No,No,No,No,No,No,Si,Mensual,26442,0,0,26790.4,151356.4,Si,Disconforme
1529,Hombre,55,Si,2,9,62,Plan B,5798,No,No,,,,,,,,,,Otro mas largo,10738,0,0,359476,993070,No,
1530,Mujer,29,No,0,0,39,Plan C,2329.6,No,Si,106.5,Si,No,Si,Si,Si,No,Si,Si,Anual,49686,0,0,90854.4,2011136.4,Si,Servicio Cliente
1532,Mujer,56,Si,0,4,51,Plan B,24533.6,No,Si,18,Si,Si,No,Si,No,No,No,Si,Anual,31460,0,0,1251213.6,2886691.6,No,
1533,Hombre,20,No,0,0,58,Plan B,23140,Si,Si,70.5,No,Si,Si,No,Si,Si,Si,Si,Anual,53690,0,0,1342120,4471298,Si,Mejor la Competencia
1534,Hombre,44,No,2,0,38,Ninguno,660.4,Si,Si,19.5,No,Si,No,No,No,No,No,Si,Mensual,42562,0,0,25095.2,1658779.2,No,
1535,Hombre,29,No,0,0,33,Ninguno,13369.2,Si,Si,72,Si,No,No,No,No,No,No,Si,Anual,41652,0,0,441183.6,1794899.6,No,
1536,Hombre,20,No,0,0,20,Plan D,16130.4,No,No,,,,,,,,,,Mensual,10088,0,0,322608,538616,No,
1537,Mujer,58,Si,0,9,31,Plan C,14830.4,Si,Si,3,No,Si,No,Si,Si,Si,Si,Si,Otro mas largo,41886,0,0,459742.4,1744974.4,No,
1538,Mujer,57,Si,0,3,20,Ninguno,14970.8,Si,Si,24,No,Si,Si,No,Si,Si,Si,Si,Mensual,55042,0,0,299416,1464034,Si,Disconforme
1539,Hombre,47,Si,2,4,64,Ninguno,25734.8,No,Si,18,Si,Si,No,No,No,No,No,Si,Mensual,42146,0,0,1647027.2,4317409.2,No,
1540,Hombre,34,Si,0,3,72,Plan A,23426,Si,Si,13.5,Si,Si,Si,Si,No,Si,Si,Si,Otro mas largo,41366,0,0,1686672,4708340,No,
1541,Hombre,22,Si,3,9,9,Plan E,15839.2,Si,Si,123,No,No,Si,No,Si,No,No,Si,Anual,-5200,0,0,142552.8,541860.8,No,
1542,Hombre,24,No,0,0,61,Plan B,23758.8,Si,Si,72,Si,No,Si,No,Si,Si,Si,Si,Anual,54080,0,0,1449286.8,4758280.8,No,
1543,Hombre,63,No,0,0,52,Ninguno,16650.4,Si,Si,42,Si,Si,No,Si,Si,Si,Si,Si,Otro mas largo,44278,0,0,865820.8,3185982.8,No,
1544,Mujer,29,Si,2,10,69,Ninguno,,,Si,103.5,Si,Si,Si,Si,No,No,No,Si,Otro mas largo,24050,0,0,0,1623128,No,
1546,Hombre,45,Si,1,4,68,Ninguno,17747.6,No,Si,37.5,No,No,Si,Si,Si,Si,Si,Si,Otro mas largo,37934,0,0,1206836.8,3782526.8,No,
1547,Hombre,48,Si,0,3,14,Ninguno,11512.8,Si,Si,16.5,No,No,No,Si,Si,No,No,Si,Mensual,34632,0,0,161179.2,670519.2,No,
1548,Hombre,28,No,0,0,7,Plan E,,,Si,72,No,No,Si,Si,No,No,No,Si,Anual,18460,0,0,0,129766,No,
1549,Mujer,75,No,0,0,2,Ninguno,4966,No,Si,42,No,No,No,No,No,No,No,Si,Mensual,36504,0,0,9932,70226,Si,Mejor la Competencia
1551,Hombre,46,Si,2,7,51,Ninguno,8762,Si,No,,,,,,,,,,Otro mas largo,12974,0,0,446862,1082432,No,
1552,Mujer,68,Si,0,1,4,Ninguno,9833.2,Si,Si,30,Si,No,No,No,Si,Si,No,Si,Mensual,51792,13410.8,0,39332.8,206700,Si,Disconforme
1553,Hombre,19,Si,3,2,15,Ninguno,24164.4,No,No,,,,,,,,,,Otro mas largo,10062,0,0,362466,507468,No,
1554,Mujer,21,Si,0,2,72,Plan A,6162,Si,Si,123,No,Si,Si,Si,Si,Si,Si,Si,Anual,56758,0,0,443664,4494256,No,
1555,Hombre,27,Si,0,1,50,Plan B,9141.6,Si,Si,70.5,Si,Si,No,No,No,Si,Si,Si,Mensual,49088,0,0,457080,3012828,No,
1556,Mujer,77,Si,0,1,57,Ninguno,11986,Si,Si,45,No,Si,Si,No,No,Si,No,Si,Mensual,48880,0,0,683202,3511456,No,
1557,Mujer,46,Si,0,10,44,Plan B,17014.4,Si,Si,9,Si,Si,Si,Si,No,No,No,Si,Mensual,49452,0,0,748633.6,2860119.6,No,
1558,Mujer,42,Si,3,5,62,Plan B,6890,Si,Si,85.5,No,Si,Si,Si,Si,Si,Si,Si,Anual,57616,0,0,427180,3984474,No,
1559,Mujer,75,No,0,0,14,Ninguno,18236.4,Si,Si,15,No,No,No,No,No,No,No,Si,Mensual,38636,0,0,255309.6,825359.6,Si,Disconforme
1560,Mujer,44,No,0,0,7,Plan E,1736.8,No,Si,19.5,Si,Si,No,Si,Si,Si,Si,Si,Mensual,40820,0,0,12157.6,309103.6,No,
1561,Mujer,48,Si,0,1,72,Ninguno,20664.8,Si,Si,7.5,Si,Si,Si,No,Si,Si,Si,Si,Otro mas largo,57590,0,0,1487865.6,5518749.6,No,
1563,Hombre,78,Si,0,8,72,Plan A,,,Si,39,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,32812,0,0,0,2436486,No,
1565,Mujer,63,No,0,0,3,Plan E,13790.4,Si,Si,15,No,No,No,No,No,No,No,Si,Mensual,39052,0,0,41371.2,182135.2,Si,Mejor la Competencia
1566,Mujer,46,No,0,0,32,Ninguno,22776,No,No,,,,,,,,,,Anual,10270,0,0,728832,1053390,No,
1567,Mujer,70,Si,0,6,71,Ninguno,11440,No,Si,40.5,No,Si,Si,No,Si,Si,Si,Si,Otro mas largo,51584,0,0,812240,4563390,No,
1568,Hombre,69,Si,0,5,60,Plan B,5408,Si,Si,7.5,No,No,No,Si,Si,Si,No,No,Otro mas largo,51480,0,78000,324480,3531788,No,
1569,Mujer,65,No,0,0,4,Ninguno,16187.6,Si,Si,22.5,No,No,No,No,No,No,No,Si,Otro mas largo,25350,0,0,64750.4,158272.4,No,
1570,Hombre,27,Si,0,1,52,Ninguno,4648.8,Si,Si,127.5,No,Si,No,Si,No,Si,Si,Si,Mensual,49738,6136,0,241737.6,2881569.6,No,
1571,Mujer,42,No,0,0,29,Ninguno,7519.2,No,Si,37.5,Si,No,Si,Si,No,No,No,Si,Anual,30160,0,0,218056.8,1119996.8,No,
1572,Hombre,23,Si,0,4,49,Plan B,17643.6,No,Si,40.5,No,No,Si,Si,Si,Si,Si,Si,Anual,51610,0,0,864536.4,3423352.4,No,
1573,Hombre,19,Si,2,3,40,Ninguno,,,Si,39,No,Si,Si,Si,Si,Si,Si,Si,Anual,31356,0,0,0,1273220,No,
1574,Mujer,39,Si,0,5,57,Plan B,1934.4,Si,Si,16.5,No,No,Si,No,Si,Si,Si,Si,Anual,52390,0,0,110260.8,3222460.8,No,
1575,Mujer,25,Si,3,9,62,Ninguno,19000.8,Si,Si,61.5,No,No,No,No,Si,Si,Si,Si,Mensual,36634,0,0,1178049.6,3414283.6,No,
1576,Hombre,51,Si,0,2,23,Plan D,8647.6,No,Si,33,No,Si,Si,Si,No,No,No,No,Anual,45136,0,46800,198894.8,1254910.8,No,
1577,Mujer,25,Si,0,1,65,Plan B,670.8,No,Si,76.5,Si,Si,Si,No,No,Si,Si,Si,Otro mas largo,36920,0,0,43602,2324426,No,
1578,Mujer,33,No,0,0,38,Plan C,21647.6,No,No,,,,,,,,,,Otro mas largo,10426,0,0,822608.8,1208188.8,No,
1579,Mujer,76,Si,0,9,48,Ninguno,22380.8,Si,Si,7.5,Si,Si,Si,Si,Si,Si,No,Si,Mensual,61074,0,0,1074278.4,3902506.4,Si,Mejor la Competencia
1580,Hombre,62,Si,0,5,72,Plan A,11445.2,Si,Si,7.5,No,Si,Si,No,Si,Si,Si,Si,Otro mas largo,42718,0,0,824054.4,3831890.4,No,
1582,Hombre,31,Si,0,10,28,Ninguno,11393.2,No,Si,7.5,No,No,No,Si,No,No,No,Si,Mensual,39806,0,0,319009.6,1393017.6,No,
1583,Hombre,67,No,0,0,65,Ninguno,2288,Si,Si,15,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,56706,18028.4,0,148720,3826955.6,No,
1585,Hombre,42,No,0,0,10,Ninguno,,,Si,45,No,No,No,No,No,Si,Si,Si,Mensual,17628,0,0,0,155194,Si,Servicio Cliente
1586,Mujer,41,Si,0,1,16,Ninguno,16499.6,No,Si,37.5,No,Si,Si,No,Si,No,No,Si,Mensual,46514,0,0,263993.6,1007723.6,Si,Servicio Cliente
1587,Mujer,28,Si,3,1,72,Plan A,,,Si,88.5,Si,Si,Si,Si,No,Si,Si,Si,Otro mas largo,28938,0,0,0,2017626,No,
1588,Mujer,54,Si,0,7,12,Ninguno,,,Si,40.5,Si,No,No,Si,No,No,No,Si,Anual,17238,0,0,0,231270,No,
1589,Mujer,33,Si,1,1,1,Ninguno,3894.8,No,No,,,,,,,,,,Mensual,10348,0,0,3894.8,14242.8,Si,Servicio Cliente
1590,Mujer,46,No,0,0,26,Ninguno,,,Si,43.5,No,No,Si,Si,Si,No,No,Si,Mensual,23114,0,0,0,615576,No,
1591,Mujer,38,No,0,0,20,Ninguno,20144.8,No,No,,,,,,,,,,Anual,10140,0,0,402896,612534,No,
1592,Mujer,51,No,0,0,7,Ninguno,3806.4,No,No,,,,,,,,,,Mensual,10036,0,0,26644.8,102018.8,No,
1593,Mujer,55,Si,0,1,38,Plan C,21912.8,No,Si,28.5,Si,Si,No,Si,Si,Si,Si,Si,Anual,41756,0,0,832686.4,2423184.4,Si,Otra
1594,Hombre,70,Si,0,3,23,Plan D,16395.6,No,Si,30,Si,Si,No,No,No,Si,No,Si,Mensual,46800,0,0,377098.8,1429630.8,No,
1595,Hombre,51,Si,0,8,67,Ninguno,24382.8,No,Si,43.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,57746,0,0,1633647.6,5440593.6,No,
1596,Mujer,63,No,0,0,48,Plan B,12355.2,Si,No,,,,,,,,,,Anual,12766,18740.8,0,593049.6,1200362.8,No,
1597,Hombre,37,No,0,0,64,Ninguno,23826.4,Si,Si,21,No,Si,Si,No,Si,Si,Si,Si,Otro mas largo,54288,0,0,1524889.6,5005067.6,No,
1599,Mujer,44,No,0,0,32,Ninguno,7389.2,Si,Si,42,No,Si,Si,No,Si,Si,Si,Si,Anual,54106,0,0,236454.4,2013216.4,No,
1600,Mujer,46,Si,0,1,57,Plan B,19058,No,Si,10.5,Si,No,No,No,Si,Si,Si,Si,Anual,36452,0,0,1086306,3121222,Si,Disconforme
1601,Hombre,36,Si,3,6,51,Ninguno,4940,Si,Si,76.5,No,Si,No,Si,No,No,No,Si,Anual,43784,20633.6,0,251940,2467176.4,No,
1602,Hombre,35,No,0,0,16,Plan D,2984.8,No,No,,,,,,,,,,Mensual,10244,0,0,47756.8,225804.8,Si,Por Precio
1603,Mujer,44,No,0,0,48,Plan B,18179.2,Si,No,,,,,,,,,,Anual,13026,8517.6,0,872601.6,1473264,No,
1604,Hombre,64,No,0,0,18,Ninguno,13655.2,No,No,,,,,,,,,,Otro mas largo,10426,0,0,245793.6,447865.6,No,
1605,Hombre,36,No,3,0,23,Ninguno,,,Si,39,Si,No,Si,Si,No,No,No,Si,Otro mas largo,20852,0,0,0,446030,No,
1606,Mujer,38,No,0,0,55,Plan B,1882.4,No,Si,25.5,Si,No,No,No,No,No,No,Si,Mensual,26286,0,0,103532,1576562,No,
1608,Hombre,54,Si,0,1,9,Ninguno,9084.4,No,Si,9,No,Si,Si,Si,Si,No,No,Si,Mensual,49322,0,0,81759.6,544871.6,Si,Otra
1609,Hombre,42,No,0,0,27,Plan C,20680.4,No,No,,,,,,,,,,Otro mas largo,10582,0,0,558370.8,834802.8,No,
1610,Mujer,54,No,0,0,35,Ninguno,,,Si,31.5,No,No,No,No,No,No,No,No,Mensual,12558,0,20800,0,443300,No,
1611,Mujer,52,Si,2,10,58,Ninguno,13447.2,No,No,,,,,,,,,,Otro mas largo,10660,19198.4,0,779937.6,1380267.2,No,
1612,Hombre,52,Si,0,9,42,Ninguno,21403.2,Si,Si,16.5,Si,No,Si,No,No,Si,Si,Si,Mensual,49088,0,0,898934.4,2986526.4,No,
1613,Mujer,60,Si,0,8,44,Plan B,23332.4,No,Si,30,Si,Si,Si,No,No,No,No,No,Anual,31980,0,78000,1026625.6,2520169.6,No,
1614,Mujer,30,Si,1,10,43,Ninguno,15589.6,No,Si,88.5,Si,No,Si,No,Si,Si,Si,Si,Otro mas largo,39104,0,0,670352.8,2362614.8,No,
1615,Mujer,20,Si,0,2,7,Plan E,21652.8,No,No,,,,,,,,,,Anual,-1040,0,0,151569.6,221275.6,No,
1616,Mujer,79,No,0,0,28,Ninguno,14632.8,Si,Si,15,No,No,Si,Si,Si,Si,No,Si,Mensual,53716,0,0,409718.4,1912856.4,Si,Mejor la Competencia
1617,Mujer,25,Si,3,2,41,Ninguno,22458.8,No,Si,88.5,No,No,Si,No,Si,Si,Si,Si,Mensual,49348,0,0,920810.8,2921770.8,No,
1618,Hombre,52,No,0,0,24,Plan C,25636,Si,Si,30,No,Si,No,No,No,No,No,Si,Mensual,41730,0,0,615264,1583244,Si,Mejor la Competencia
1619,Mujer,35,Si,0,1,39,Ninguno,4945.2,No,Si,10.5,Si,No,Si,Si,Si,Si,Si,Si,Anual,54444,0,0,192862.8,2342984.8,Si,Mejor la Competencia
1620,Hombre,48,Si,0,4,65,Ninguno,21424,Si,Si,15,Si,No,Si,No,Si,Si,Si,Si,Mensual,54210,0,0,1392560,4935294,No,
1621,Hombre,55,No,0,0,40,Ninguno,,,Si,18,No,Si,No,Si,No,No,No,No,Anual,18720,0,67600,0,786708,No,
1622,Mujer,45,Si,0,6,46,Ninguno,23270,No,Si,40.5,Si,Si,No,Si,No,Si,Si,Si,Anual,36712,0,0,1070420,2750566,No,
1623,Hombre,22,No,0,0,36,Plan C,22864.4,Si,Si,63,No,No,No,No,No,Si,Si,Si,Mensual,44070,0,0,823118.4,2409196.4,Si,Mejor la Competencia
1624,Hombre,49,No,0,0,62,Plan B,25334.4,No,Si,3,No,Si,Si,Si,Si,Si,Si,Si,Mensual,41808,0,0,1570732.8,4160930.8,No,
1625,Hombre,47,No,0,0,30,Ninguno,16853.2,No,Si,33,Si,Si,No,Si,Si,No,No,Si,Anual,36608,0,0,505596,1568866,No,
1626,Mujer,28,No,0,0,70,Plan A,9006.4,Si,Si,45,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,59098,0,0,630448,4758858,No,
1628,Hombre,43,No,0,0,5,Plan E,20222.8,Si,Si,12,No,Si,Si,No,Si,Si,Si,Si,Mensual,54132,0,0,101114,382902,Si,Otra
1629,Hombre,54,Si,0,7,24,Ninguno,24393.2,Si,Si,30,No,No,No,No,Si,Si,Si,No,Mensual,48360,0,20800,585436.8,1775222.8,No,
1630,Hombre,46,No,0,0,11,Plan D,14882.4,No,No,,,,,,,,,,Mensual,10530,0,0,163706.4,271866.4,No,
1631,Hombre,54,No,0,0,58,Plan B,16988.4,No,Si,21,Si,Si,No,No,Si,Si,Si,Si,Anual,51558,0,0,985327.2,3960221.2,No,
1632,Hombre,45,No,0,0,2,Plan E,24356.8,No,Si,4.5,No,No,No,No,No,No,No,Si,Mensual,23062,0,0,48713.6,90963.6,Si,Otra
1633,Hombre,40,No,0,0,8,Plan E,13374.4,No,Si,36,No,No,No,No,Si,Si,Si,Si,Mensual,34450,0,0,106995.2,391149.2,No,
1634,Hombre,78,No,0,0,35,Ninguno,13618.8,Si,Si,28.5,Si,No,No,No,No,Si,No,No,Mensual,47320,0,20800,476658,2151318,No,
1635,Hombre,76,Si,0,9,65,Plan B,4466.8,Si,Si,10.5,No,Si,Si,No,Si,Si,No,Si,Mensual,54262,0,0,290342,3711188,No,
1636,Mujer,61,Si,1,7,68,Ninguno,3265.6,No,Si,24,Si,Si,Si,Si,Si,Si,Si,No,Otro mas largo,44200,0,67600,222060.8,3205690.8,No,
1637,Hombre,61,No,0,0,6,Plan E,20446.4,No,Si,18,No,Si,No,No,Si,No,No,Si,Mensual,44122,0,0,122678.4,394898.4,Si,Mejor la Competencia
1638,Hombre,31,No,0,0,46,Ninguno,11507.6,Si,Si,33,No,Si,Si,No,Si,No,No,Si,Anual,49348,12521.6,0,529349.6,2816762,No,
1639,Mujer,63,Si,0,10,72,Ninguno,21106.8,Si,Si,37.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,59878,0,0,1519689.6,5861533.6,No,
1640,Mujer,41,No,0,0,62,Plan B,16941.6,Si,Si,22.5,No,No,Si,No,Si,Si,Si,Si,Anual,52078,0,0,1050379.2,4385477.2,Si,Mejor la Competencia
1641,Mujer,65,No,0,0,38,Ninguno,2126.8,No,No,,,,,,,,,,Otro mas largo,10504,0,0,80818.4,463486.4,No,
1642,Hombre,22,No,0,0,1,Ninguno,7581.6,No,Si,109.5,No,No,No,No,Si,No,No,Si,Mensual,27820,0,0,7581.6,35401.6,Si,Disconforme
1643,Mujer,20,No,0,0,58,Ninguno,18486,No,Si,109.5,No,No,No,Si,Si,Si,Si,Si,Mensual,49556,0,0,1072188,4097392,No,
1644,Hombre,46,No,0,0,17,Ninguno,16432,No,No,,,,,,,,,,Anual,10452,0,0,279344,424684,No,
1645,Mujer,74,Si,0,3,72,Plan A,14934.4,Si,Si,37.5,Si,Si,Si,Si,Si,Si,No,Si,Otro mas largo,59722,0,0,1075276.8,5400610.8,No,
1646,Hombre,25,Si,0,6,50,Plan B,7446.4,Si,Si,87,No,No,Si,Si,Si,No,No,Si,Anual,36218,0,0,372320,2162238,No,
1647,Hombre,40,No,1,0,4,Plan E,13540.8,No,Si,40.5,Si,No,No,No,No,No,No,Si,Mensual,25662,0,0,54163.2,168381.2,Si,Disconforme
1649,Hombre,67,Si,0,2,8,Ninguno,14034.8,No,Si,3,No,No,No,No,Si,No,No,Si,Mensual,41834,0,0,112278.4,415672.4,Si,Otra
1650,Mujer,77,Si,0,2,13,Ninguno,19687.2,No,Si,28.5,No,No,No,No,No,No,No,No,Mensual,36478,0,46800,255933.6,779443.6,Si,Disconforme
1651,Hombre,57,Si,3,1,55,Plan B,21288.8,No,No,,,,,,,,,,Otro mas largo,10660,3031.6,0,1170884,1780386.4,No,
1652,Mujer,30,Si,0,2,71,Ninguno,11611.6,Si,Si,106.5,Si,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,46852,0,0,824423.6,4106091.6,No,
1653,Mujer,48,No,0,0,37,Ninguno,4997.2,No,Si,16.5,No,Si,Si,No,No,No,No,Si,Anual,41626,0,0,184896.4,1754828.4,No,
1654,Hombre,66,Si,0,1,41,Plan B,23420.8,Si,Si,43.5,No,Si,Si,Si,Si,Si,No,Si,Anual,58214,0,0,960252.8,3318400.8,Si,Otra
1655,Mujer,37,Si,3,1,55,Ninguno,4362.8,Si,Si,78,Si,No,Si,Si,Si,Si,Si,Si,Otro mas largo,44252,0,0,239954,2662088,No,
1656,Mujer,25,Si,1,1,61,Plan B,,,Si,88.5,Si,Si,No,Si,No,Si,Si,No,Anual,26364,0,10400,0,1616550,No,
1657,Hombre,41,Si,3,1,44,Ninguno,19593.6,No,Si,36,No,Si,Si,Si,No,No,No,Si,Mensual,-3640,0,0,862118.4,2382624.4,No,
1658,Hombre,43,Si,0,1,59,Plan B,11809.2,Si,Si,39,Si,Si,Si,No,Si,Si,Si,Si,Anual,57278,0,0,696742.8,4049728.8,Si,Disconforme
1659,Mujer,67,No,0,0,10,Plan D,,,Si,6,No,No,No,No,No,Si,No,Si,Mensual,18044,0,0,0,171496,Si,Otra
1661,Mujer,58,Si,1,2,56,Plan B,25251.2,No,No,,,,,,,,,,Otro mas largo,10296,0,0,1414067.2,1996415.2,No,
1662,Hombre,29,Si,0,8,72,Plan A,5553.6,Si,Si,88.5,No,Si,Si,Si,Si,Si,Si,Si,Otro mas largo,56368,0,0,399859.2,4413999.2,No,
1664,Hombre,74,Si,0,4,44,Ninguno,982.8,No,No,,,,,,,,,,Otro mas largo,10062,0,0,43243.2,483813.2,No,
1665,Hombre,24,No,0,0,10,Plan D,10550.8,No,No,,,,,,,,,,Mensual,10270,0,0,105508,213798,No,
1666,Hombre,52,No,0,0,72,Plan A,1783.6,No,No,,,,,,,,,,Otro mas largo,10322,0,0,128419.2,874151.2,No,
1667,Hombre,32,No,0,0,66,Plan A,6011.2,No,Si,45,Si,Si,No,No,No,No,No,Si,Anual,28496,0,0,396739.2,2198903.2,No,
1668,Hombre,44,Si,0,1,24,Ninguno,18002.4,Si,Si,34.5,No,No,Si,No,Si,Si,Si,Si,Mensual,-520,0,0,432057.6,1675793.6,Si,Por Precio
1669,Hombre,43,No,0,0,18,Ninguno,18085.6,Si,Si,3,No,No,Si,No,Si,No,No,Si,Anual,46592,0,0,325540.8,1174700.8,No,
1670,Hombre,62,No,0,0,22,Plan D,3785.6,Si,Si,10.5,Si,No,No,No,No,No,No,Si,Mensual,28314,0,0,83283.2,669505.2,Si,Otra
1671,Mujer,45,Si,0,7,64,Plan B,660.4,Si,Si,19.5,Si,No,Si,No,Si,No,No,Si,Otro mas largo,49192,0,0,42265.6,3135589.6,No,
1672,Mujer,53,Si,1,4,22,Ninguno,,,Si,28.5,No,Si,No,No,Si,No,No,No,Mensual,20384,0,26000,0,467948,No,
1673,Hombre,79,Si,0,7,38,Plan C,2470,Si,Si,36,No,Si,Si,No,Si,Si,No,Si,Otro mas largo,53352,23821.2,0,93860,2154822.8,No,
1674,Hombre,31,No,0,0,5,Ninguno,4071.6,No,No,,,,,,,,,,Mensual,10530,0,0,20358,77454,No,
1675,Mujer,79,No,0,0,6,Ninguno,24622,Si,Si,43.5,No,Si,No,No,Si,Si,Si,Si,Mensual,51090,0,0,147732,439244,Si,Servicio Cliente
1676,Hombre,32,No,0,0,1,Plan E,2948.4,No,Si,10.5,No,No,No,No,No,No,No,Si,Mensual,36556,0,0,2948.4,39504.4,Si,Otra
1677,Hombre,19,Si,0,5,18,Ninguno,665.6,Si,Si,45,No,Si,No,No,No,No,No,Si,Mensual,29536,0,0,11980.8,570798.8,No,
1678,Mujer,33,No,0,0,11,Plan D,3858.4,No,Si,25.5,No,No,Si,Si,No,No,No,Si,Anual,27976,0,0,42442.4,381248.4,No,
1679,Hombre,79,No,0,0,67,Plan A,15017.6,Si,Si,16.5,Si,Si,No,Si,No,No,No,Si,Otro mas largo,33566,0,0,1006179.2,3216231.2,No,
1680,Hombre,76,No,0,0,67,Ninguno,20202,Si,Si,28.5,No,No,Si,No,Si,Si,No,Si,Otro mas largo,52728,0,0,1353534,4910880,No,
1681,Mujer,70,Si,0,9,72,Ninguno,4409.6,Si,No,,,,,,,,,,Otro mas largo,13364,0,0,317491.2,1324939.2,No,
1682,Mujer,19,No,0,0,47,Ninguno,24975.6,No,Si,103.5,Si,No,No,No,No,No,No,Si,Mensual,39234,0,0,1173853.2,3017305.2,No,
1683,Mujer,68,No,0,0,54,Plan B,23623.6,Si,Si,3,No,Si,No,Si,Si,No,No,Si,Anual,37492,0,0,1275674.4,3296420.4,No,
1684,Mujer,67,Si,0,1,12,Plan D,15927.6,Si,Si,40.5,No,Si,Si,No,Si,No,No,Si,Mensual,51012,25511.2,0,191131.2,716924,Si,Disconforme
1685,Mujer,30,No,0,0,31,Plan C,12589.2,Si,Si,72,Si,No,Si,No,No,No,No,Si,Mensual,44070,0,0,390265.2,1749233.2,No,
1686,Mujer,19,No,0,0,11,Plan D,21299.2,No,Si,78,Si,No,Si,No,No,Si,Si,No,Mensual,33306,0,46800,234291.2,662745.2,No,
1687,Mujer,72,No,0,0,40,Ninguno,,,Si,9,Si,Si,No,No,Si,Si,Si,No,Mensual,29016,0,41600,0,1138462,Si,Servicio Cliente
1688,Hombre,65,Si,1,8,11,Ninguno,14892.8,Si,Si,33,No,No,No,No,No,No,No,Si,Anual,39104,0,0,163820.8,566976.8,No,
